Edad;Genero;Comunidad;curso;centro_cod;horas_uso_pantallas_cod;mom_uso_pantallas;n_freq;Aplicaciones_frecuentes;n_aplic;uso_pant;num_activ;uso_apps;uso_pant_asig;n_asign_pantallas;herra_tec_tec_ayuda_aprend;decide_uso_tec;clases_mas_gustan_tec;facil_prof_joven;participacion_clase;usar_tec_aprendo_loquegusta;eleccion_aprend
12;1;8;5;3;1;25;1;908;2;337;1;2;575;1;4;0;3;2;2;4;4
12;1;8;5;3;1;25;1;903;1;332;2;2;20;1;4;1;4;2;2;4;4
12;1;8;5;3;1;6;2;309;14;62;6;4;26;8;4;2;4;2;2;4;4
13;1;8;5;3;1;25;1;908;2;33;2;4;275;2;4;0;4;3;1;4;2
12;1;5;5;5;2;26;2;853;3;87;3;4;580;3;2;2;4;4;0;3;1
12;1;5;5;5;2;25;1;920;2;82;2;4;580;3;4;0;4;4;2;4;4
12;1;13;5;5;1;25;1;815;4;28;1;2;209;1;4;4;4;1;2;2;4
12;1;13;5;5;1;25;1;915;3;337;1;2;143;3;1;3;2;3;1;0;2
12;1;13;5;5;1;25;1;910;3;33;2;2;210;2;3;3;4;4;1;3;4
12;1;13;5;5;1;25;1;147;4;93;3;2;1;1;3;2;2;2;1;2;1
12;1;13;5;5;1;9;2;872;3;214;5;4;435;6;2;2;4;4;4;2;3
12;1;13;5;5;1;26;2;740;6;17;2;3;281;8;2;3;3;2;3;1;4
12;1;13;5;5;1;12;1;904;2;32;2;1;169;2;2;1;4;2;3;1;3
12;1;13;5;5;2;25;1;36;18;91;4;4;210;2;2;0;2;3;1;3;4
12;1;13;5;5;2;25;1;709;7;240;5;4;123;5;3;2;4;2;2;2;2
12;1;13;5;5;2;25;1;709;7;240;5;4;123;5;3;2;4;2;2;2;2
12;1;13;5;5;2;26;2;293;6;34;3;3;17;3;3;0;2;4;3;3;4
12;1;13;5;5;2;25;1;279;9;88;4;4;17;3;3;0;2;4;3;2;4
12;1;13;5;5;2;25;1;868;3;39;3;3;12;2;2;2;4;3;2;1;4
13;1;13;5;5;3;25;1;284;7;39;3;4;153;5;3;1;2;3;2;2;3
12;1;13;5;5;3;7;3;815;4;83;3;3;477;10;3;3;4;4;3;4;2
12;1;13;5;5;3;6;2;246;9;164;4;3;285;4;3;2;2;3;2;4;4
17;1;13;5;5;3;25;1;653;5;87;3;4;264;2;4;0;4;2;4;3;2
12;1;13;5;5;3;26;2;814;5;309;6;4;117;8;4;0;2;4;0;1;2
12;1;13;5;5;3;7;3;296;5;41;2;4;1;1;3;2;2;4;2;3;4
12;1;13;5;5;4;7;3;208;11;195;7;4;459;4;3;0;4;4;2;4;4
12;1;13;5;5;4;1;1;329;5;33;2;3;568;0;4;2;2;3;2;3;4
12;1;13;5;5;4;25;1;109;5;296;2;4;551;4;4;2;4;2;2;4;2
12;1;13;5;5;4;26;2;868;3;87;3;4;118;8;2;4;4;4;2;3;4
12;1;13;5;5;4;3;3;878;2;338;1;4;271;2;4;4;4;3;3;1;4
12;1;8;5;3;1;10;2;360;1;47;1;4;66;1;4;2;4;4;3;4;3
12;1;8;5;3;1;25;1;901;4;291;2;4;170;2;4;0;4;4;3;4;4
12;1;8;5;3;3;7;3;857;4;209;4;4;229;4;3;4;4;3;2;3;3
12;1;8;5;3;1;26;2;908;2;34;3;4;273;3;3;0;4;2;3;2;4
12;1;8;5;3;1;25;1;910;3;72;6;2;239;5;0;0;4;2;4;3;4
13;1;8;5;3;1;25;1;867;5;342;2;4;209;1;4;1;4;4;0;1;4
12;1;8;5;3;1;26;2;437;7;195;7;4;243;2;4;4;4;3;4;4;3
13;1;8;5;3;2;25;1;803;3;315;4;4;229;4;3;2;4;4;3;4;4
12;1;8;5;3;1;25;1;585;7;51;5;4;105;1;4;1;4;0;4;4;4
12;1;8;5;3;1;24;1;742;5;303;3;4;568;0;2;0;4;3;4;2;3
13;1;8;5;3;1;8;1;878;2;338;1;3;110;1;2;2;4;4;1;1;2
12;1;8;5;3;1;25;1;29;9;243;6;0;18;4;4;3;4;0;4;4;2
12;1;8;5;3;2;26;2;293;6;162;5;4;582;2;4;0;1;0;2;3;0
12;1;8;5;3;1;25;1;744;3;41;2;3;593;3;3;0;3;2;3;3;1
14;1;8;5;3;3;7;3;283;7;89;5;2;271;2;3;1;4;2;3;0;1
12;1;8;5;3;1;25;1;415;6;178;4;4;168;3;2;0;2;0;2;3;1
12;1;8;5;3;1;6;2;684;7;90;6;4;331;9;2;0;4;2;1;2;1
13;1;8;5;3;3;26;2;638;4;338;1;4;110;1;2;4;0;0;4;2;2
12;1;8;5;3;2;6;2;447;6;91;4;2;52;3;3;0;4;1;2;2;3
13;1;8;5;3;1;25;1;911;0;237;7;2;568;0;4;0;4;4;2;3;4
12;1;8;5;3;3;25;1;797;2;82;2;0;318;11;2;1;3;2;2;1;3
12;1;8;5;3;2;7;3;297;6;158;5;3;92;3;4;2;3;4;3;4;3
12;1;5;5;7;1;25;1;868;3;37;5;3;331;9;4;3;3;1;4;2;1
13;1;5;5;7;3;7;3;306;8;287;5;4;110;1;3;2;3;2;3;2;0
12;1;5;5;7;2;7;3;611;8;39;3;3;52;3;4;3;4;3;4;3;2
13;1;5;5;7;1;6;2;782;5;89;5;4;568;0;4;2;4;4;4;4;3
12;1;5;5;7;3;7;3;506;4;120;4;4;318;11;2;1;4;0;4;1;4
12;1;5;5;7;2;25;1;336;5;337;1;3;92;3;4;3;3;3;2;4;4
12;1;5;5;7;4;25;1;413;7;259;4;3;4;5;4;2;4;0;3;2;2
13;1;5;5;7;3;25;1;723;7;57;4;4;199;7;3;3;3;0;3;3;2
13;1;5;5;7;2;12;1;617;4;42;3;3;81;2;4;0;4;2;3;2;4
12;1;5;5;7;4;7;3;219;13;214;5;4;520;5;3;4;4;1;2;4;4
12;1;5;5;7;2;1;1;523;9;89;5;3;448;7;3;2;4;2;0;3;4
12;1;5;5;7;4;6;2;858;5;86;3;3;164;6;1;3;4;2;3;4;4
12;1;5;5;7;1;25;1;366;8;211;6;4;589;2;4;2;4;2;4;4;3
12;1;5;5;7;2;25;1;229;11;180;7;4;136;9;4;0;4;4;4;4;4
12;1;5;5;7;1;25;1;626;4;327;3;4;209;1;4;0;4;4;4;4;4
12;1;5;5;7;3;25;1;870;4;337;1;4;301;9;3;3;4;3;3;0;4
12;1;5;5;7;2;25;1;852;2;33;2;4;559;1;2;1;1;4;3;3;4
12;1;5;5;7;4;18;3;435;9;40;4;4;415;9;4;0;4;4;4;4;4
14;1;5;5;7;1;25;1;870;4;138;1;3;313;10;1;1;3;4;4;4;1
12;1;5;5;7;3;7;3;624;5;90;6;4;464;14;2;4;0;4;2;1;4
12;1;5;5;7;3;26;2;786;5;42;3;3;468;0;4;4;4;2;3;3;3
12;1;5;5;7;1;25;1;914;2;344;1;1;80;1;2;4;4;1;1;0;3
12;1;5;5;7;2;25;1;802;5;173;8;4;156;4;2;2;4;3;4;2;4
12;1;5;5;7;1;26;2;266;10;108;8;4;471;14;4;4;4;4;4;4;4
12;1;5;5;7;4;7;3;372;12;198;7;4;482;10;3;0;4;4;4;3;4
12;1;8;5;3;4;1;1;902;3;191;4;4;4;5;3;0;4;2;2;3;4
12;1;4;5;9;2;25;1;920;2;82;2;4;568;0;4;2;3;2;3;4;3
12;1;4;5;9;1;7;3;799;3;308;5;4;95;1;4;0;4;4;4;4;4
13;1;4;5;9;2;6;2;701;3;82;2;3;457;6;3;2;3;2;2;3;4
12;1;4;5;9;1;1;1;919;1;317;2;3;580;3;2;3;4;0;2;4;2
12;1;4;5;9;1;12;1;328;6;41;2;4;457;6;4;1;4;3;3;4;4
12;1;4;5;9;1;6;2;868;3;91;4;4;193;3;2;4;4;3;3;2;4
12;1;4;5;9;1;26;2;859;5;124;4;3;264;2;3;4;4;3;4;4;4
13;1;4;5;9;1;25;1;327;6;310;6;4;209;1;2;3;4;4;2;3;2
12;1;4;5;9;1;4;4;865;6;246;7;4;579;3;4;2;4;0;4;3;4
12;1;4;5;9;1;25;1;262;7;270;8;3;518;0;4;4;4;3;2;4;4
12;1;4;5;9;3;6;2;799;3;32;2;3;265;3;3;2;4;2;1;2;2
12;1;4;5;9;1;25;1;868;3;37;5;3;457;6;3;2;4;2;3;2;2
12;1;4;5;9;1;7;3;306;8;287;5;4;568;0;4;3;3;1;4;2;1
13;1;4;5;9;1;7;3;611;8;39;3;3;103;1;3;2;3;2;3;2;0
12;1;4;5;9;1;6;2;782;5;89;5;4;105;1;4;3;4;3;4;3;2
13;1;4;5;9;2;1;1;870;4;33;2;4;584;3;3;2;4;2;0;3;4
12;1;4;5;9;1;25;1;903;1;166;3;3;452;4;1;2;2;4;4;2;3
12;1;4;5;9;2;25;1;903;1;22;4;3;580;3;3;3;3;1;2;1;2
12;1;4;5;9;1;25;1;852;2;39;3;3;198;4;4;0;2;4;3;3;4
13;1;4;5;9;3;25;1;369;1;82;2;4;515;4;3;2;1;0;2;3;2
12;1;4;5;9;3;26;2;868;3;91;4;4;331;9;2;1;3;4;3;3;4
13;1;4;5;9;1;26;2;905;2;87;3;4;291;7;3;2;3;3;2;3;3
12;1;4;5;9;2;24;1;885;4;124;4;4;192;4;2;1;3;1;4;0;4
12;1;4;5;9;1;12;1;910;3;26;2;4;101;2;4;4;4;4;4;3;3
12;1;4;5;9;1;25;1;791;4;148;3;3;115;7;3;3;4;3;3;4;4
13;1;4;5;9;1;25;1;156;9;91;4;3;329;11;4;2;4;2;3;4;3
12;1;4;5;9;3;6;2;143;7;135;3;4;380;8;4;2;4;1;1;4;4
12;1;4;5;9;4;25;1;92;7;62;6;3;431;9;3;2;3;0;2;2;2
12;1;4;5;9;1;12;1;903;1;14;1;1;14;4;2;1;3;4;2;2;3
13;1;8;5;3;3;6;2;719;7;246;7;3;199;7;4;3;3;4;4;4;3
13;1;8;5;3;2;4;4;599;7;91;4;3;81;2;3;3;4;4;2;3;2
12;1;8;5;3;4;4;4;14;20;225;8;4;520;5;4;1;4;3;3;3;3
12;1;8;5;3;2;6;2;288;5;168;3;3;448;7;3;1;4;1;3;3;4
12;1;8;5;3;4;7;3;281;8;249;6;4;164;6;3;1;3;2;1;4;4
12;1;8;5;3;1;26;2;880;3;164;4;4;589;2;4;0;4;2;2;2;4
12;1;8;5;3;2;26;2;32;10;235;7;4;136;9;3;2;4;3;2;3;3
12;1;8;5;12;1;1;1;919;1;317;2;3;105;1;4;1;4;3;3;4;4
12;1;8;5;12;1;26;2;859;5;124;4;3;18;4;2;3;4;4;2;3;2
12;1;8;5;12;2;25;1;327;6;310;6;4;582;2;4;2;4;0;4;3;4
12;1;8;5;12;1;4;4;865;6;246;7;4;593;3;4;4;4;3;2;4;4
12;1;8;5;12;1;12;1;328;6;41;2;4;568;0;2;4;4;3;3;2;4
13;1;8;5;12;1;6;2;868;3;91;4;4;110;1;3;4;4;3;4;4;4
14;1;8;5;12;3;25;1;262;7;270;8;3;271;2;3;2;4;2;1;2;2
12;1;8;5;12;1;6;2;799;3;32;2;3;168;3;3;2;4;2;3;2;2
13;2;10;5;2;2;25;1;723;7;57;4;4;172;2;4;0;4;3;4;4;2
12;2;10;5;2;2;6;2;858;5;86;3;3;568;0;4;3;4;4;4;4;4
13;2;10;5;2;3;25;1;366;8;211;6;4;10;2;3;4;3;2;0;2;4
13;2;10;5;2;3;25;1;229;11;180;7;4;568;0;4;2;4;4;4;4;4
13;2;10;5;2;2;1;1;722;4;291;2;3;182;2;2;0;4;4;4;2;4
13;2;10;5;2;2;25;1;229;11;180;7;4;101;2;4;0;4;4;4;4;4
12;2;10;5;2;2;6;2;858;5;86;3;3;107;4;4;2;2;4;4;2;0
13;2;10;5;2;3;25;1;366;8;211;6;4;70;3;4;4;4;4;4;2;4
13;2;10;5;2;3;25;1;229;11;180;7;4;240;3;3;1;3;2;1;2;2
13;2;10;5;2;2;1;1;722;4;291;2;3;575;1;0;0;1;3;2;4;4
12;2;8;5;11;2;11;3;475;10;88;4;4;40;4;2;1;3;4;3;2;4
12;2;8;5;11;2;6;2;555;8;230;6;4;582;2;4;1;2;4;4;3;4
12;2;8;5;11;2;25;1;549;7;88;4;4;15;5;4;1;4;3;2;3;4
12;2;8;5;11;2;25;1;550;8;92;5;4;444;5;3;4;3;2;2;4;3
14;2;8;5;11;1;25;1;687;6;47;1;4;580;3;3;4;4;3;2;2;4
13;2;8;5;11;3;1;1;519;7;216;4;4;215;3;3;0;3;2;2;3;3
12;2;8;5;11;3;25;1;542;8;73;5;4;575;1;3;1;4;2;2;3;4
13;2;8;5;11;3;1;1;523;9;89;5;4;568;0;3;1;3;3;3;2;3
12;2;8;5;11;2;6;2;858;5;86;3;4;248;3;1;2;3;1;3;3;2
12;2;8;5;11;2;25;1;366;8;211;6;4;105;1;4;4;4;4;4;4;4
12;2;8;5;11;2;25;1;229;11;180;7;4;517;6;4;0;4;4;0;4;4
12;2;8;5;11;1;5;2;683;8;89;5;4;176;5;3;2;2;2;4;3;3
12;2;8;5;11;1;25;1;385;6;156;2;3;271;2;3;3;3;2;2;2;2
12;2;8;5;11;2;25;1;430;8;93;3;3;196;5;3;1;4;1;3;4;3
12;2;8;5;11;2;1;1;553;7;47;1;4;101;2;0;1;4;2;4;2;4
12;2;8;5;11;1;25;1;560;6;296;2;4;582;2;4;4;4;4;4;2;4
12;2;8;5;11;1;25;1;407;7;341;2;4;582;2;3;1;3;2;1;2;2
13;2;8;5;11;2;8;1;910;3;87;3;3;258;3;3;3;4;4;3;3;4
12;2;8;5;11;4;7;3;37;16;175;7;3;568;0;0;0;1;3;2;4;4
12;2;8;5;11;1;25;1;660;5;47;1;4;14;4;4;2;2;2;2;2;2
12;2;8;5;11;1;25;1;402;4;289;3;3;421;5;2;1;3;2;2;4;4
12;2;8;5;11;1;27;2;522;5;82;2;3;455;3;4;4;4;4;4;4;4
13;2;8;5;11;1;25;1;462;13;82;2;3;122;5;3;3;3;3;4;4;4
12;2;8;5;11;1;6;2;920;2;82;2;4;110;1;4;4;4;3;3;4;3
12;2;8;5;11;1;26;2;400;7;261;3;4;591;4;4;4;2;2;3;3;4
12;2;8;5;11;1;25;1;807;4;110;6;3;555;5;4;1;4;3;2;4;3
12;2;8;5;11;2;25;1;398;6;118;5;2;292;8;4;0;4;4;3;4;4
12;2;8;5;11;2;25;1;434;6;237;7;3;310;7;2;4;4;3;2;3;4
12;2;8;5;11;1;7;3;809;6;91;4;2;397;6;1;2;4;4;0;3;4
13;2;8;5;11;4;18;3;582;9;132;3;4;192;4;4;3;3;2;3;2;4
12;2;8;5;11;3;25;1;493;4;130;2;4;569;1;4;0;4;4;3;4;4
13;2;8;5;11;1;25;1;678;2;138;1;2;568;0;0;0;2;0;0;4;4
12;2;8;5;11;1;25;1;79;8;209;4;3;588;2;2;0;3;2;2;3;4
12;2;8;5;11;4;6;2;7;18;214;5;4;318;11;4;0;4;2;0;4;4
12;2;8;5;11;1;25;1;707;7;216;4;4;162;5;2;0;4;3;2;4;4
13;2;8;5;11;2;6;2;623;0;87;3;4;572;3;4;0;3;2;3;4;0
12;2;8;5;11;2;6;2;485;8;214;5;4;382;9;3;2;3;0;2;2;4
12;2;8;5;11;3;4;4;338;12;174;6;3;380;8;4;2;4;0;4;4;4
12;2;8;5;11;4;7;3;345;9;51;5;4;136;9;2;4;4;4;2;4;2
12;2;8;5;11;3;1;1;391;10;91;4;4;575;1;4;2;2;2;2;4;2
14;2;8;5;11;2;25;1;44;6;337;1;4;161;6;3;4;4;2;2;4;2
13;2;8;5;11;1;8;1;426;4;93;3;2;417;7;3;2;4;4;2;4;3
13;2;8;5;11;2;25;1;534;5;83;3;3;21;2;4;0;4;4;4;4;4
13;2;8;5;11;3;10;2;370;12;93;3;4;318;11;2;1;4;3;2;3;4
13;2;8;5;11;1;25;1;117;6;138;1;2;103;1;3;2;4;4;2;4;2
12;2;8;5;11;3;25;1;192;9;208;6;3;291;7;4;2;4;2;0;4;4
12;2;8;5;11;4;6;2;504;6;212;7;4;197;5;3;3;3;3;3;3;4
12;2;8;5;11;1;24;1;247;7;43;1;3;225;10;4;1;4;3;4;4;4
12;2;8;5;11;1;28;0;371;8;207;5;4;418;8;2;0;4;2;2;3;2
12;2;8;5;11;2;6;2;176;5;227;10;4;383;10;3;4;0;4;2;4;3
12;2;8;5;11;1;25;1;422;6;167;2;4;452;4;4;3;4;4;4;4;4
12;2;8;5;11;3;25;1;405;6;261;3;4;530;7;4;2;4;3;1;4;3
12;2;8;5;11;2;25;1;191;12;84;4;3;412;7;4;0;4;4;4;4;4
13;2;8;5;11;3;25;1;335;8;241;5;3;513;4;4;0;3;3;4;4;4
12;2;8;5;11;3;12;1;238;10;118;5;3;318;11;4;0;4;3;4;4;4
12;2;8;5;11;1;8;1;239;4;167;2;3;593;3;4;0;4;4;0;4;0
14;2;8;5;11;4;1;1;201;7;95;2;3;382;9;2;0;4;0;4;4;4
14;2;13;5;5;1;25;1;520;7;170;2;4;168;3;4;4;4;2;4;4;4
12;2;13;5;5;1;12;1;900;1;138;1;3;568;0;3;2;3;2;2;2;2
14;2;13;5;5;1;1;1;586;7;86;3;4;140;4;4;0;0;0;4;4;4
12;2;13;5;5;2;3;3;256;8;170;2;2;40;4;3;2;3;2;2;3;0
11;2;13;5;5;2;26;2;194;12;122;6;3;379;7;4;2;4;3;1;2;2
12;2;13;5;5;2;13;1;220;9;207;5;4;146;4;3;0;3;4;3;4;4
12;2;13;5;5;3;10;2;567;11;140;7;3;133;8;2;1;4;2;3;3;4
12;2;13;5;5;3;3;3;340;13;49;5;4;120;5;3;1;2;1;4;3;4
12;2;13;5;5;3;11;3;624;5;212;7;4;333;6;3;2;1;2;0;2;1
12;2;13;5;5;4;25;1;652;8;135;3;4;163;7;4;0;4;4;2;4;4
12;2;13;5;5;4;25;1;351;9;93;3;3;12;2;4;2;4;3;3;4;4
12;2;13;5;5;4;26;2;222;10;69;6;3;19;6;2;1;3;4;3;4;2
12;2;13;5;5;4;10;2;224;9;8;4;2;116;7;3;3;4;1;2;3;3
13;2;13;5;5;4;8;1;627;5;44;2;3;135;9;2;1;1;2;1;1;2
13;2;13;5;5;4;6;2;418;9;195;7;4;45;6;3;1;3;4;1;4;4
12;2;13;5;5;4;26;2;465;10;227;10;4;588;2;4;2;4;4;3;3;2
12;2;5;5;7;1;25;1;508;4;85;5;4;270;2;4;0;4;4;4;4;4
12;2;5;5;7;1;6;2;410;5;208;6;4;152;6;2;1;4;3;2;3;4
14;2;5;5;7;4;13;1;81;8;227;10;4;209;1;3;0;4;3;2;2;4
12;2;5;5;7;2;25;1;128;7;70;4;2;119;4;4;0;4;2;2;3;2
13;2;5;5;7;2;17;3;910;3;342;2;4;568;0;0;2;2;4;0;4;4
12;2;5;5;7;3;7;3;581;9;212;7;4;305;12;2;1;2;1;1;2;3
12;2;5;5;7;1;12;1;349;9;99;3;3;175;4;4;3;4;3;2;3;4
13;2;5;5;7;4;25;1;186;14;87;3;4;353;11;4;4;4;4;3;4;4
13;2;5;5;7;2;25;1;348;7;91;4;4;442;6;4;3;3;2;4;3;4
12;2;5;5;7;3;1;1;564;3;138;1;2;277;10;3;4;4;3;2;2;2
12;2;5;5;7;4;6;2;88;9;193;6;2;541;4;3;2;4;4;2;4;4
12;2;5;5;7;1;13;1;619;4;43;1;4;575;1;4;4;4;0;4;4;4
12;2;5;5;7;2;1;1;618;3;28;1;4;502;7;4;2;4;4;4;4;4
12;2;5;5;7;3;6;2;712;4;193;6;3;114;7;3;3;2;2;3;3;1
12;2;5;5;7;3;6;2;712;4;193;6;3;113;6;3;3;2;2;3;2;1
12;2;5;5;7;2;6;2;488;10;47;1;4;503;8;2;0;4;4;4;0;4
12;2;5;5;7;4;11;3;557;6;256;4;4;465;15;4;4;4;4;4;4;4
12;2;4;5;9;2;25;1;698;5;93;3;3;549;2;3;3;3;3;2;3;2
12;2;4;5;9;1;12;1;705;2;170;2;2;41;5;3;2;2;2;4;1;2
12;2;4;5;9;2;25;1;382;4;28;1;4;575;1;2;1;2;2;3;3;3
12;2;4;5;9;3;25;1;374;12;227;10;4;357;10;3;3;4;4;2;4;4
12;2;4;5;9;2;25;1;350;7;91;4;4;311;13;3;3;2;4;3;4;4
12;2;4;5;9;1;25;1;144;5;47;1;4;575;1;3;4;3;4;3;3;4
12;2;4;5;9;1;25;1;121;9;137;2;4;514;5;3;0;4;4;3;3;4
12;2;4;5;9;4;28;0;917;3;142;3;4;168;3;4;4;4;1;0;4;4
12;2;4;5;9;1;12;1;439;7;96;3;4;575;1;1;4;3;2;2;0;0
13;2;4;5;9;4;1;1;334;9;216;4;4;63;2;1;4;4;2;0;0;1
12;2;4;5;9;2;7;3;562;4;93;3;3;192;4;3;2;3;2;2;3;4
12;2;4;5;9;2;25;1;806;4;39;3;4;592;3;4;2;2;2;2;1;3
12;2;4;5;9;2;6;2;533;6;93;3;3;193;3;3;3;4;2;3;4;3
12;2;4;5;9;2;26;2;556;7;170;2;3;376;8;1;2;2;1;1;2;2
15;2;4;5;9;2;24;1;548;4;47;1;4;452;4;3;1;4;2;2;4;4
14;2;4;5;9;2;1;1;333;10;217;5;4;140;4;0;2;4;2;2;1;1
12;2;1;5;3;1;25;1;508;4;85;5;4;270;2;3;1;3;1;1;2;1
12;2;2;5;3;1;6;2;410;5;208;6;4;152;6;1;0;4;0;3;0;0
14;2;4;5;3;4;13;1;81;8;227;10;4;422;7;4;4;4;4;4;4;4
13;2;8;5;3;2;25;1;672;5;290;2;3;569;1;4;0;4;2;3;2;4
13;2;8;5;3;3;25;1;332;12;158;5;4;47;3;4;4;2;2;3;3;4
12;2;8;5;3;2;25;1;531;6;74;4;4;545;2;4;1;4;3;2;4;3
12;2;8;5;3;2;1;1;436;7;79;4;4;255;5;4;0;4;4;3;4;4
12;2;8;5;3;2;1;1;912;4;209;4;4;209;1;2;4;4;3;2;3;4
12;2;8;5;3;1;8;1;499;2;47;1;4;544;0;1;2;4;4;0;3;4
12;2;8;5;3;1;25;1;385;6;156;2;3;575;1;4;3;3;2;3;2;4
12;2;8;5;3;2;25;1;430;8;93;3;3;79;4;4;0;4;4;3;4;4
12;2;8;5;3;2;1;1;553;7;47;1;4;249;3;0;0;2;0;0;4;4
12;2;8;5;3;1;25;1;560;6;296;2;4;593;3;2;0;3;2;2;3;4
12;2;8;5;3;1;25;1;407;7;341;2;4;219;6;4;0;4;2;0;4;4
13;2;8;5;3;2;8;1;910;3;87;3;3;21;2;2;0;4;3;2;4;4
12;2;8;5;3;4;7;3;37;16;175;7;3;568;0;4;0;3;2;3;4;0
12;2;8;5;3;1;25;1;660;5;47;1;4;271;2;2;0;4;2;2;3;2
12;2;8;5;3;1;25;1;402;4;289;3;3;421;5;3;2;3;3;2;2;4
12;2;8;5;3;1;27;2;522;5;82;2;3;455;3;3;1;4;1;2;2;3
13;2;8;5;3;1;25;1;462;13;82;2;3;122;5;1;4;2;3;3;2;4
12;2;8;5;3;1;6;2;920;2;82;2;4;110;1;4;3;4;4;3;4;4
12;2;8;5;3;1;26;2;400;7;261;3;4;591;4;4;1;4;3;3;4;3
12;2;8;5;3;1;25;1;807;4;110;6;3;555;5;3;3;2;4;3;4;2
12;2;8;5;3;2;25;1;398;6;118;5;2;292;8;3;3;4;4;3;4;4
12;2;8;5;3;2;25;1;434;6;237;7;3;310;7;3;3;3;2;2;2;2
12;2;8;5;3;1;7;3;809;6;91;4;2;397;6;3;2;4;2;3;2;0
13;2;8;5;3;4;18;3;582;9;132;3;4;192;4;3;2;4;3;2;4;3
12;2;8;5;3;3;25;1;493;4;130;2;4;569;1;4;3;4;2;2;4;2
13;2;8;5;3;1;25;1;678;2;138;1;2;568;0;4;0;4;2;4;3;4
12;2;8;5;3;1;25;1;79;8;209;4;3;588;2;3;3;4;3;4;3;4
12;2;8;5;3;4;6;2;7;18;214;5;4;318;11;4;0;3;0;2;4;4
12;2;8;5;3;1;25;1;707;7;216;4;4;162;5;4;2;4;0;4;3;1
13;2;8;5;3;2;6;2;623;0;87;3;4;572;3;2;0;4;4;2;4;4
12;2;8;5;3;2;6;2;485;8;214;5;4;382;9;3;1;3;2;1;4;4
12;2;8;5;3;3;4;4;338;12;174;6;3;380;8;3;0;4;3;3;2;1
12;2;8;5;3;4;7;3;345;9;51;5;4;136;9;3;0;4;3;2;4;2
12;2;8;5;3;3;1;1;391;10;91;4;4;575;1;4;4;4;4;2;4;4
14;2;8;5;3;2;25;1;44;6;337;1;4;161;6;3;0;4;4;1;3;4
13;2;8;5;3;1;8;1;426;4;93;3;2;417;7;3;1;4;2;3;2;2
13;2;8;5;3;2;25;1;534;5;83;3;3;21;2;2;0;3;2;2;3;3
13;2;8;5;3;3;10;2;370;12;93;3;4;318;11;4;0;4;4;1;4;1
13;2;8;5;3;1;25;1;117;6;138;1;2;103;1;2;0;3;1;1;3;3
12;2;8;5;3;3;25;1;192;9;208;6;3;291;7;4;4;3;2;3;4;3
12;2;8;5;3;4;6;2;504;6;212;7;4;197;5;2;0;4;1;1;2;1
12;2;8;5;3;1;24;1;247;7;43;1;3;225;10;3;1;4;4;3;2;4
12;2;8;5;3;1;28;0;371;8;207;5;4;418;8;3;2;3;4;3;4;3
12;2;8;5;3;2;6;2;176;5;227;10;4;383;10;4;2;4;2;4;4;4
12;2;8;5;3;1;25;1;422;6;167;2;4;452;4;4;4;4;4;2;4;4
12;2;8;5;3;3;25;1;405;6;261;3;4;530;7;4;0;4;2;2;4;2
12;2;8;5;3;2;25;1;191;12;84;4;3;412;7;4;0;4;4;2;4;4
13;2;8;5;3;3;25;1;335;8;241;5;3;513;4;2;0;4;3;1;4;3
12;2;8;5;3;3;12;1;238;10;118;5;3;318;11;4;0;4;3;3;2;4
12;2;8;5;3;1;8;1;239;4;167;2;3;593;3;4;0;3;4;3;3;3
14;2;8;5;3;4;1;1;201;7;95;2;3;382;9;2;3;3;2;3;3;4
13;2;8;5;13;1;6;2;481;5;39;3;3;575;1;2;1;3;4;4;4;4
12;2;8;5;12;4;1;1;903;1;344;1;4;568;0;3;0;4;0;4;4;0
12;2;8;5;12;3;25;1;625;6;56;4;2;235;5;3;1;4;4;2;4;4
13;2;8;5;12;2;26;2;859;5;124;4;3;243;2;4;0;4;4;2;4;4
14;3;8;5;11;4;1;1;553;7;170;2;4;568;0;4;2;4;0;3;2;2
13;3;12;5;11;4;1;1;302;11;228;9;3;176;5;3;2;4;2;0;3;4
12;3;13;5;5;4;7;3;115;12;235;7;4;214;4;4;2;3;4;3;4;4
12;3;13;5;5;4;1;1;847;4;83;3;4;453;4;4;2;4;3;2;4;4
14;3;8;5;3;4;1;1;553;7;170;2;4;568;0;0;0;3;4;4;3;4
13;3;12;5;3;4;1;1;302;11;228;9;3;355;8;3;2;2;1;2;2;3
14;1;10;6;2;1;25;1;920;2;82;2;4;568;0;4;3;4;4;3;4;4
13;1;10;6;2;1;1;1;919;1;317;2;3;568;0;2;1;2;4;2;2;3
14;1;10;6;2;2;26;2;859;5;124;4;3;167;3;4;2;4;2;3;4;2
14;1;10;6;2;2;25;1;327;6;310;6;4;553;4;4;2;4;3;2;3;3
13;1;10;6;2;4;25;1;262;7;270;8;3;483;4;3;0;4;2;2;2;2
13;1;10;6;2;2;25;1;868;3;37;5;3;207;3;4;0;4;4;2;3;2
13;1;10;6;2;4;6;2;782;5;89;5;4;576;2;3;3;4;4;4;4;4
14;1;10;6;2;1;1;1;304;7;90;6;4;347;8;4;2;3;4;3;3;4
13;1;10;6;2;1;6;2;701;3;82;2;3;243;2;4;2;4;4;4;3;3
14;1;10;6;2;2;6;2;868;3;91;4;3;247;4;4;1;4;3;3;2;3
14;1;10;6;2;2;26;2;859;5;124;4;4;101;2;1;1;4;2;4;2;4
